Kinetic Energy-BF-B-NF,1
Kinetic Energy-BF-N-NF,1
Kinetic Energy-BP--,1
Kinetic Energy-NF-B-BF,2
Kinetic Energy-NF-B-NF,7
Kinetic Energy-NF-B-NP,10
Kinetic Energy-NF-N-BF,1
Kinetic Energy-NF-N-NF,23
Kinetic Energy-NF-N-NP,82
Kinetic Energy-NP--,62
Kinetic Energy-Other--,37
